Fecha,Hora,DirMed_a_1100cm,Humedad_a_620cm,Irradia_a_200cm,Presion_a_150cm,SigDir_a_1100cm,SigVel_a_1100cm,TemAire_a_620cm,VelMax_a_1100,VelMedia_a_1100cm
2017/1/03,01:40,81.5,94.8,0.53,957.34,11.18,0.6,1.44,2.25,0.83
2017/1/03,01:50,123.1,96.2,0.35,957.35,22.94,0.31,1.06,2.06,1.05
2017/1/03,02:00,201.5,97.8,0.25,957.35,51.33,0.31,1.19,1.18,0.53
2017/1/03,02:10,266,95.6,0.19,957.39,18.08,0.42,1.53,1.76,0.96
2017/1/03,02:20,295.9,93.1,0.3,957.59,24.26,0.27,1.34,1.18,0.37
2017/1/03,02:30,268.9,93.8,0.09,957.6,15.61,0.16,1.21,0.78,0.15
2017/1/03,02:40,300.6,93.6,0.26,957.62,32.81,0.32,1.01,1.08,0.45
2017/1/03,02:50,352.3,96.1,0.3,957.58,11.75,0.25,0.37,1.18,0.38
2017/1/03,03:00,32.94,97.1,0.39,957.54,9.91,0.5,0.31,2.25,1.07
2017/1/03,03:10,63.37,98.4,0.26,957.6,10.79,0.58,0.24,2.35,1.28
2017/1/03,03:20,97.5,98.8,0.22,957.62,15.19,0.21,0.21,1.08,0.5
2017/1/03,03:30,101.1,99.1,0.12,957.69,9.25,0.18,0.25,0.98,0.62
2017/1/03,03:40,144.2,99.1,0.37,957.64,42.07,0.25,0.35,1.27,0.83
2017/1/03,03:50,232.4,99.1,0.28,957.67,13.19,0.45,0.78,1.67,0.8
2017/1/03,04:00,273.6,98.3,0.13,957.59,56.86,0.23,0.88,0.98,0.21
2017/1/03,04:10,0.79,98.1,0.11,957.56,24.93,0.21,0.44,0.88,0.32
2017/1/03,04:20,323.3,97.9,0.26,957.64,26.85,0.17,0.37,0.88,0.4
2017/1/03,04:30,349.5,97.9,0.21,957.54,21.04,0.16,0.23,0.59,0.19
2017/1/03,04:40,344.8,98.5,0.55,957.65,22.25,0.24,0.07,0.88,0.37
2017/1/03,04:50,233.8,98.5,0.3,957.83,14.38,0.12,0.12,0.69,0.05
2017/1/03,05:00,259.6,97.4,0.26,957.77,16.72,0.14,0.15,0.69,0.08
2017/1/03,05:10,327.7,96.8,0.28,957.78,14.36,0.2,-0.17,0.78,0.33
2017/1/03,05:20,266,96.9,0.28,957.82,36.87,0.34,-0.03,1.47,0.68
2017/1/03,05:30,245,95.7,0.44,957.84,33.65,0.43,0.06,1.57,0.56
2017/1/03,05:40,47.65,96.1,0.6,957.95,31.41,0.19,-0.18,0.88,0.31
2017/1/03,05:50,77.87,97.2,0.68,957.94,26.78,0.3,-0.34,1.37,0.72
2017/1/03,06:00,84.3,98.4,0.43,958.04,49.71,0.4,-0.67,1.47,0.55
2017/1/03,06:10,275.5,98.1,0.42,958.18,28.28,0.24,-0.04,1.18,0.57
2017/1/03,06:20,333.3,97.1,0.7,958.17,8.94,0.18,-0.54,1.27,0.85
2017/1/03,06:30,318.8,98.5,0.66,958.18,26.51,0.32,-0.6,1.08,0.41
2017/1/03,06:40,287.5,98.3,0.52,958.19,26.91,0.24,-0.34,0.88,0.16
2017/1/03,06:50,332.6,98.5,0.3,958.36,22.6,0.2,-0.69,0.98,0.32
2017/1/03,07:00,42.05,99,0.58,958.44,26.44,0.41,-0.8,1.76,0.64
2017/1/03,07:10,74.37,98.9,0.49,958.49,13.79,0.49,-1.2,1.86,0.83
2017/1/03,07:20,85.2,99.1,0.45,958.59,19.16,0.32,-1.31,1.47,0.69
2017/1/03,07:30,101.8,99.1,0.46,958.57,18.12,0.33,-1.61,1.67,0.85
2017/1/03,07:40,86.2,99.1,1.75,958.66,14.33,0.4,-1.78,2.25,1.42
2017/1/03,07:50,85,99.1,3.89,958.7,17.06,0.22,-1.78,1.18,0.63
2017/1/03,08:00,78.32,99.1,12.08,958.67,8.06,0.38,-1.79,2.35,1.46
2017/1/03,08:10,99.3,99.1,37.18,958.77,19.5,0.31,-1.7,1.86,1.07
2017/1/03,08:20,86,99.1,64.72,958.86,15.28,0.43,-1.42,1.76,0.96
2017/1/03,08:30,108,99.1,91,958.89,21.43,0.23,-0.95,1.18,0.49
2017/1/03,08:40,90,99.1,125.6,958.94,15.37,0.24,-0.73,1.18,0.63
2017/1/03,08:50,79.67,99.1,166.8,958.97,11.15,0.17,-0.67,1.57,1.01
2017/1/03,09:00,131.4,98.2,198.4,959.12,42.08,0.27,-0.11,1.18,0.28
2017/1/03,09:10,233.3,90.1,231.2,959.25,22.06,0.21,1.05,1.08,0.55
2017/1/03,09:20,242.4,85.8,267.6,959.32,34.14,0.3,1.34,1.37,0.32
2017/1/03,09:30,338.4,86.1,288.8,959.43,18.12,0.36,1.03,1.57,0.84
2017/1/03,09:40,358.5,90.9,309.8,959.48,23.94,0.46,0.4,2.35,1.22
2017/1/03,09:50,341,95.6,312.6,959.56,13.15,0.42,-0.08,2.35,1.36
2017/1/03,10:00,332.9,98,243.6,959.73,16.3,0.39,-0.22,2.16,1.25
2017/1/03,10:10,328.8,99.1,188.2,959.83,17.62,0.46,-0.22,2.35,1.34
2017/1/03,10:20,326.7,99.1,159.8,959.91,19.97,0.47,-0.29,2.06,0.91
2017/1/03,10:30,338.6,99.1,352.7,959.99,40.63,0.27,0.03,1.57,0.46
2017/1/03,10:40,25.55,93.5,435.3,960,40.01,0.18,1.62,0.88,0.17
2017/1/03,10:50,314.1,84.5,448.6,959.96,41.83,0.23,2.29,1.08,0.25
2017/1/03,11:00,298.9,84.9,425.9,959.96,20.75,0.23,2.2,1.27,0.68
2017/1/03,11:10,299.4,84.2,413.9,959.98,19.45,0.31,2.46,1.67,0.77
2017/1/03,11:20,326.6,81.4,417.4,959.99,19.52,0.29,3.03,1.67,0.75
2017/1/03,11:30,325.6,83.9,396.6,959.95,19.67,0.26,2.79,1.27,0.57
2017/1/03,11:40,310,82.3,395.6,959.91,32.39,0.59,3.47,2.45,1.2
2017/1/03,11:50,262,80.3,403,959.78,29.57,0.43,3.95,1.96,0.69
2017/1/03,12:00,259.2,76.48,405.6,959.65,21.06,0.37,4.62,1.96,0.65
2017/1/03,12:10,263.7,73.74,408.4,959.51,30.45,0.32,5.25,1.37,0.44
2017/1/03,12:20,240.9,73.39,408.6,959.51,25.96,0.34,5.33,1.57,0.68
2017/1/03,12:30,259,69.4,407.9,959.37,68.14,0.27,6.4,1.27,0.29
2017/1/03,12:40,19.34,68.61,403.8,959.35,47.92,0.41,6.77,1.67,0.43
2017/1/03,12:50,70.13,67.88,398,959.26,30.1,0.3,6.95,1.57,0.46
2017/1/03,13:00,45.34,65.95,393.9,959.12,28.47,0.18,7.55,0.69,0.21
2017/1/03,13:10,352.3,64.19,386.8,958.98,27.08,0.31,8.06,1.27,0.42
2017/1/03,13:20,288.7,63.64,376.9,958.94,56.67,0.35,8.15,1.47,0.47
2017/1/03,13:30,259.8,61.16,367.6,958.92,22.86,0.24,8.76,1.18,0.63
2017/1/03,13:40,292.8,60.29,357.4,958.98,31.86,0.36,9.18,1.57,0.56
2017/1/03,13:50,305.4,59.6,344.4,958.94,53.15,0.26,9.44,1.08,0.36
2017/1/03,14:00,306.9,55.94,330.5,958.87,19.98,0.27,10.42,1.18,0.26
2017/1/03,14:10,248.8,55.83,314.6,958.84,28.56,0.25,10.36,1.18,0.48
2017/1/03,14:20,249.9,53.77,296.1,958.77,53.3,0.27,11.05,0.98,0.28
2017/1/03,14:30,251.8,55.25,275.3,958.81,17.87,0.3,10.96,1.37,0.6
2017/1/03,14:40,257.4,55.03,258,958.85,12.64,0.42,10.97,1.57,0.58
2017/1/03,14:50,258,55.93,237.2,958.9,32.21,0.52,10.87,1.86,0.81
2017/1/03,15:00,259.3,56.02,219.3,958.93,17.92,0.39,11.02,1.96,0.83
2017/1/03,15:10,245.2,56.96,198.8,958.92,22.76,0.36,10.93,2.06,0.99
2017/1/03,15:20,262.7,57,176.5,958.9,19.51,0.48,10.94,1.96,0.75
2017/1/03,15:30,296.7,55.68,153.2,958.99,35.56,0.33,11.4,1.37,0.52
2017/1/03,15:40,288.6,54.98,131.5,959.02,43.63,0.33,11.65,1.47,0.45
2017/1/03,15:50,275.7,54.35,108.3,959.06,19.91,0.27,11.7,0.98,0.3
2017/1/03,16:00,281.9,56.35,85.6,959.06,14.75,0.25,11.1,0.88,0.47
2017/1/03,16:10,298.5,57.59,65.51,959.06,12.04,0.24,10.76,0.98,0.45
2017/1/03,16:20,288.3,58.11,45.54,959.05,24.24,0.23,10.85,0.88,0.39
2017/1/03,16:30,271.7,59.52,26.83,959.05,17.01,0.23,10.65,1.08,0.38
2017/1/03,16:40,279.3,60.63,11.7,959.07,8.99,0.23,10.42,0.88,0.34
2017/1/03,16:50,272.4,61.83,2.25,959.09,10.98,0.25,10.12,1.37,0.61
2017/1/03,17:00,273,62.25,0.38,959.22,8.44,0.26,9.9,1.47,0.88
2017/1/03,17:10,296.8,63.1,0.06,959.28,8.47,0.13,9.42,1.18,0.74
2017/1/03,17:20,284.6,63.77,0.04,959.34,10.94,0.14,9.29,1.18,0.84
2017/1/03,17:30,279.1,64.22,0.02,959.32,11.27,0.15,9.38,1.08,0.73
2017/1/03,17:40,309.1,66.79,0.03,959.48,10.51,0.21,8.73,1.27,0.79
2017/1/03,17:50,311.3,69.03,0.09,959.64,8.1,0.19,8.32,1.18,0.63
2017/1/03,18:00,294.9,69.53,0.03,959.67,8,0.11,8.18,0.69,0.41
2017/1/03,18:10,25.77,70.56,0.04,959.83,34.49,0.2,8.12,0.78,0.18
2017/1/03,18:20,52.2,72.96,0.08,959.96,9.06,0.16,7.74,0.59,0.15
2017/1/03,18:30,60.24,74.53,0.03,960.09,0.04,0.1,7.45,0.49,0.06
2017/1/03,18:40,52.46,76.24,0.04,960.19,5.27,0.2,7.15,0.88,0.12
2017/1/03,18:50,220.6,73.72,0.08,960.26,19.88,0.36,7.4,1.37,0.37
2017/1/03,19:00,203.5,72.92,0.14,960.3,15.51,0.35,6.8,1.57,1.01
2017/1/03,19:10,202.7,72.88,0.11,960.3,10.72,0.34,6.55,1.86,1.31
2017/1/03,19:20,199.4,73.09,0.09,960.4,9.18,0.26,6.48,1.18,0.53
2017/1/03,19:30,195.8,73.14,0.11,960.52,6.08,0.27,6.51,1.37,0.81
2017/1/03,19:40,201.4,73.3,0.15,960.58,7.22,0.36,6.51,1.08,0.46
2017/1/03,19:50,164.6,75.93,0.11,960.66,5.63,0.05,5.92,0.29,0.01
2017/1/03,20:00,222.5,76.72,0.12,960.69,32.44,0.31,5.95,1.08,0.38
2017/1/03,20:10,215.1,77.03,0.11,960.63,19.73,0.26,5.79,0.88,0.37
2017/1/03,20:20,223.9,77.53,0.24,960.6,3.34,0.29,5.7,1.96,1.3
2017/1/03,20:30,235,77.56,0.31,960.61,34.85,0.49,5.75,1.76,0.59
2017/1/03,20:40,12.91,80.1,0.23,960.71,10.57,0.27,5.32,1.27,0.8
2017/1/03,20:50,359.9,85.4,0.27,960.78,7.2,0.14,4.62,0.98,0.58
2017/1/03,21:00,29.42,87.9,0.1,960.9,16.9,0.23,4.32,0.88,0.22
2017/1/03,21:10,88.2,88.7,0.08,960.85,9.94,0.06,4.22,0.39,0.02
2017/1/03,21:20,164.7,88.9,0.11,960.81,8.1,0.11,4.27,0.49,0.09
2017/1/03,21:30,202.6,87.6,0.13,960.88,12.02,0.18,4.4,0.59,0.2
2017/1/03,21:40,171.1,86.6,0.13,960.91,40.56,0.1,4.24,0.39,0.06
2017/1/03,21:50,244.7,85.7,0.17,960.84,6.76,0.15,4.44,0.59,0.13
2017/1/03,22:00,266.7,86.2,0.2,960.84,9.7,0.22,4.18,0.78,0.26
2017/1/03,22:10,258.8,88.1,0.22,960.92,41.08,0.18,3.92,0.69,0.19
2017/1/03,22:20,31.65,88.7,0.34,960.97,4.71,0.32,3.76,1.37,0.8
2017/1/03,22:30,52.11,89.1,0.26,961.03,9.18,0.22,3.83,1.37,0.8
2017/1/03,22:40,72.57,89.1,0.16,961.1,20.47,0.22,3.59,1.08,0.51
2017/1/03,22:50,98.2,91.6,0.16,961.12,9.31,0.24,3.25,1.18,0.6
2017/1/03,23:00,103.9,93.5,0.22,961.22,13.89,0.15,3.04,0.59,0.25
2017/1/03,23:10,230.7,92.7,0.17,961.19,2.79,0.06,3.08,0.29,0.02
2017/1/03,23:20,255.5,91.9,0.16,961.24,6.23,0.09,3.06,0.39,0.05
2017/1/03,23:30,267.3,90.7,0.17,961.2,0.9,0.04,2.77,0.2,0.01
2017/1/03,23:40,302.6,92.2,0.25,961.1,0.09,0.06,2.38,0.29,0.03
2017/1/03,23:50,51.72,93.4,0.19,961.11,4.83,0.16,2.55,0.98,0.49
2017/1/04,00:00,80.4,92.5,0.36,961.19,8.05,0.17,2.77,0.98,0.59
2017/1/04,00:10,105,92.4,0.34,961.14,15.9,0.16,2.66,1.08,0.61
2017/1/04,00:20,115,93.3,0.41,961.09,9.11,0.13,2.61,1.18,0.89
2017/1/04,00:30,98.4,92.8,0.31,961.05,9.26,0.22,2.73,1.37,0.86
2017/1/04,00:40,93.9,93.3,0.3,961.06,11.68,0.28,2.54,1.18,0.52
2017/1/04,00:50,74.73,94.6,0.31,961.05,7.65,0.24,2.2,1.27,0.86
2017/1/04,01:00,112.9,94.6,0.15,960.92,29.97,0.19,2.07,0.78,0.27
2017/1/04,01:10,125.3,94.7,0.16,960.93,25.46,0.25,2.08,0.98,0.39
2017/1/04,01:20,111.7,95.2,0.28,960.87,16.39,0.14,1.98,0.49,0.1
2017/1/04,01:30,354.6,95.7,0.2,960.7,21.85,0.35,1.46,1.57,0.84
2017/1/04,01:40,0.7,97.8,0.23,960.74,17.63,0.34,1.08,2.16,1.15
2017/1/04,01:50,45.65,98.9,0.23,960.86,8.99,0.26,0.82,1.96,1.35
2017/1/04,02:00,59.35,99.1,0.37,960.92,9.83,0.34,0.81,1.47,0.74
2017/1/04,02:10,90.7,99.1,0.17,961.1,19.35,0.22,0.87,0.88,0.39
2017/1/04,02:20,163.2,99.1,0.18,961.14,24.8,0.34,1.15,1.47,0.78
2017/1/04,02:30,203.8,96.7,0.46,961.11,6.13,0.28,1.67,2.55,1.76
2017/1/04,02:40,198.7,93.6,0.46,961.13,7.77,0.67,1.75,2.55,1.18
2017/1/04,02:50,191.4,93.7,0.13,961.21,12.29,0.22,1.47,0.98,0.12
2017/1/04,03:00,252.5,95.4,0.39,961.21,5.95,0.25,1.55,0.88,0.31
2017/1/04,03:10,278.1,92,0.3,961.17,7.59,0.15,2.06,0.88,0.59
2017/1/04,03:20,326.2,91,0.36,961.14,22.71,0.35,1.59,1.67,0.74
2017/1/04,03:30,337.9,94.1,0.34,961.13,13.45,0.29,0.76,1.18,0.57
2017/1/04,03:40,340.2,96.8,0.29,961.21,6.63,0.22,0.38,1.18,0.61
2017/1/04,03:50,43.56,98.7,0.13,961.26,34.14,0.23,0.36,0.88,0.37
2017/1/04,04:00,256.3,98.4,0.15,961.2,40,0.1,0.53,0.49,0.06
2017/1/04,04:10,217.5,98.2,0.24,961.14,17.72,0.12,0.73,0.49,0.09
2017/1/04,04:20,141.4,99.1,0.57,961.13,16.88,0.23,0.85,1.08,0.35
2017/1/04,04:30,109.6,99.1,0.24,961.15,0.55,0.07,0.74,0.29,0.03
2017/1/04,04:40,7.15,99.1,0.49,961.14,8.49,0.22,0.55,0.88,0.35
2017/1/04,04:50,357,99,0.31,961.2,7.84,0.21,0.34,0.88,0.4
2017/1/04,05:00,3.33,98.2,0.23,961.17,0.04,0.17,0.32,0.59,0.17
2017/1/04,05:10,84,98.2,0.18,961.19,13.17,0.18,0.35,0.69,0.28
2017/1/04,05:20,85.3,97.5,0.31,961.15,9.14,0.15,0.43,0.88,0.49
2017/1/04,05:30,88.5,96.5,0.4,961.2,7.83,0.26,0.35,1.47,0.77
2017/1/04,05:40,85.5,96.8,0.45,961.36,18.24,0.34,0.24,1.37,0.51
2017/1/04,05:50,70.36,97.3,0.31,961.41,13.99,0.19,0.11,0.88,0.28
2017/1/04,06:00,86.3,97.9,0.43,961.47,13.94,0.17,0.01,0.88,0.24
2017/1/04,06:10,76.1,98.4,0.32,961.53,9.77,0.14,-0.02,0.59,0.1
2017/1/04,06:20,300.4,98.2,0.45,961.52,32.3,0.28,0.01,0.98,0.26
2017/1/04,06:30,353.5,98.8,0.65,961.53,6.13,0.1,-0.13,0.69,0.32
2017/1/04,06:40,331.4,99.1,0.53,961.55,10.79,0.18,-0.24,0.78,0.28
2017/1/04,06:50,55.03,99.1,0.4,961.55,14.92,0.14,-0.28,0.49,0.14
2017/1/04,07:00,24.2,99,0.42,961.57,1.32,0.22,-0.35,0.88,0.15
2017/1/04,07:10,44.82,99.1,0.67,961.72,18.63,0.23,-0.54,1.18,0.65
2017/1/04,07:20,85.5,99,0.45,961.84,25.19,0.33,-0.48,1.18,0.35
2017/1/04,07:30,77.73,99.1,1.03,961.85,19.27,0.21,-0.76,0.98,0.26
2017/1/04,07:40,82.7,99.1,1.91,961.87,10.48,0.2,-0.68,1.18,0.75
2017/1/04,07:50,92.5,99.1,4.62,961.88,17.57,0.16,-0.62,0.98,0.4
2017/1/04,08:00,83.1,99.1,13.08,962.03,9.78,0.29,-0.39,1.47,0.84
2017/1/04,08:10,84.3,99.1,35.07,962.07,11.54,0.23,-0.5,1.37,0.91
2017/1/04,08:20,87.3,99.1,58.83,962.1,15.32,0.18,-0.25,1.08,0.68
2017/1/04,08:30,87.9,96.9,84.8,962.11,9.13,0.19,-0.01,1.37,0.89
2017/1/04,08:40,89.9,94.3,110.1,962.11,9.3,0.2,0.29,1.37,0.82
2017/1/04,08:50,78.94,93,136.4,962.23,9.3,0.19,0.31,1.37,0.75
2017/1/04,09:00,83.2,92.3,162.9,962.24,8.04,0.16,0.45,1.47,0.91
2017/1/04,09:10,78.99,94.1,185.1,962.25,6.33,0.25,-0.1,2.25,1.62
2017/1/04,09:20,75.25,96.1,209,962.32,19.58,0.39,0.27,1.47,0.68
2017/1/04,09:30,67.63,91.6,225.7,962.44,23.03,0.5,0.8,1.96,1.06
2017/1/04,09:40,80,94.5,244.9,962.57,6.77,0.4,0.24,2.65,1.82
2017/1/04,09:50,90.3,98,264.4,962.6,20.92,0.37,0.38,2.16,1.14
2017/1/04,10:00,115.2,92.5,286.6,962.53,19.41,0.31,1.31,1.47,0.78
2017/1/04,10:10,111,82.7,304.9,962.55,25.09,0.21,2.69,1.18,0.58
2017/1/04,10:20,71.85,77.85,326,962.57,61.47,0.2,3.57,0.88,0.36
2017/1/04,10:30,343.8,81.4,341.7,962.55,20.43,0.27,3.04,1.08,0.29
2017/1/04,10:40,9.17,79.39,353.4,962.5,12.07,0.24,3.4,1.18,0.35
2017/1/04,10:50,31.69,77.61,360.4,962.52,28.12,0.28,3.88,1.18,0.39
2017/1/04,11:00,36.3,76.05,371.8,962.46,31.44,0.24,4.34,1.18,0.49
2017/1/04,11:10,50.9,76,382.1,962.43,25.21,0.35,4.62,1.57,0.65
2017/1/04,11:20,77.97,79.44,391.8,962.33,19.33,0.3,4.2,2.16,1.09
2017/1/04,11:30,80.9,78.66,397.5,962.18,19.42,0.31,4.47,1.86,0.98
2017/1/04,11:40,58.02,77.51,399.1,962.04,33.49,0.39,4.94,1.86,0.94
2017/1/04,11:50,64.66,75.25,400.6,961.85,27.25,0.35,5.47,1.76,0.83
2017/1/04,12:00,19.83,73.85,404.9,961.67,26.27,0.39,5.86,1.67,0.64
2017/1/04,12:10,44.28,73.25,407.5,961.52,21.12,0.32,6.13,1.67,0.76
2017/1/04,12:20,14.51,71.14,411.8,961.38,57.65,0.48,6.72,1.96,0.67
2017/1/04,12:30,48.92,70.15,411.6,961.23,28.38,0.35,7.09,1.67,0.56
2017/1/04,12:40,74.63,68.57,408.3,961.13,17.7,0.26,7.5,1.86,1.01
2017/1/04,12:50,62.67,68.4,407,961.09,18.17,0.51,7.85,2.55,1.22
2017/1/04,13:00,86.5,67.53,421.9,961.02,27.97,0.33,7.98,2.16,1.46
2017/1/04,13:10,112,61.08,419.7,960.95,26.23,0.46,9.47,2.06,0.88
2017/1/04,13:20,102.2,57.84,412.5,960.87,45.73,0.34,10.42,1.67,0.48
2017/1/04,13:30,25.94,57.33,338.5,960.85,16.71,0.24,10.77,0.98,0.18
2017/1/04,13:40,96.9,54.47,304.7,960.75,43.34,0.34,11.18,1.57,0.42
2017/1/04,13:50,56.61,52.42,234.9,960.78,50.88,0.22,11.88,0.78,0.24
2017/1/04,14:00,166.4,53.26,200.1,960.79,55.49,0.31,11.5,1.57,0.42
2017/1/04,14:10,218.7,53.76,215.4,960.79,38.37,0.35,11.5,1.37,0.47
2017/1/04,14:20,201.9,51.31,300.3,960.74,29.15,0.32,12.18,1.08,0.24
2017/1/04,14:30,115.5,51.31,197.3,960.7,23.65,0.35,12.07,1.27,0.52
2017/1/04,14:40,52.61,53.45,139,960.74,30.53,0.38,11.7,1.67,0.68
2017/1/04,14:50,46.41,55.65,137,960.75,21.98,0.87,11.27,3.82,1.66
2017/1/04,15:00,38.34,55.24,161.7,960.72,16.13,0.78,10.97,4.21,2.24
2017/1/04,15:10,46.39,54.93,173.3,960.73,10.45,0.82,10.85,5.29,3.16
2017/1/04,15:20,48.58,56.72,140.7,960.77,13.11,0.66,10.52,4.31,2.73
2017/1/04,15:30,42.06,58.64,150.2,960.86,18.08,0.78,10.31,4.02,2.24
2017/1/04,15:40,32.12,59.56,81.7,960.93,12.34,0.41,10.08,2.94,2.01
2017/1/04,15:50,25.8,59.49,66.89,960.97,18.22,0.76,10.04,3.63,1.71
2017/1/04,16:00,10.9,59.41,45.04,961.01,15.37,0.67,9.76,3.92,2.34
2017/1/04,16:10,10.18,59.1,36.23,961.05,17.51,0.65,9.71,3.63,1.91
2017/1/04,16:20,27.27,59.1,34.87,961.07,12.53,0.59,9.6,3.53,2.23
2017/1/04,16:30,24.55,59.58,21,961.11,11.71,0.6,9.43,3.14,1.66
2017/1/04,16:40,17.55,60.05,10.92,961.22,16.54,0.58,9.25,3.14,1.71
2017/1/04,16:50,3.8,60.59,3.43,961.3,18.9,0.57,9.01,3.14,1.59
2017/1/04,17:00,4.37,61.34,1.3,961.26,15.17,0.7,8.79,3.33,1.85
2017/1/04,17:10,6.96,62.36,0.3,961.23,12.95,0.37,8.65,2.35,1.25
2017/1/04,17:20,16.58,63.49,0.07,961.26,14.01,0.21,8.48,0.98,0.34
2017/1/04,17:30,12.59,64.8,0.01,961.19,5.71,0.1,8.27,0.49,0.05
2017/1/04,17:40,13.07,66.01,0.01,961.3,27.54,0.18,8.07,0.78,0.16
2017/1/04,17:50,56.98,66.15,0.06,961.37,17.63,0.2,8.13,0.88,0.34
2017/1/04,18:00,83.6,65.77,0.08,961.44,12.85,0.58,8.21,1.96,0.86
2017/1/04,18:10,100.6,67.15,0.12,961.45,11.31,0.32,8.03,1.57,0.89
2017/1/04,18:20,144.8,68.4,0.07,961.53,33.16,0.22,7.8,0.88,0.44
2017/1/04,18:30,172.9,69.41,0.03,961.61,24.76,0.26,7.59,0.88,0.35
2017/1/04,18:40,319,69.39,0.06,961.66,30.48,0.25,7.67,0.98,0.21
2017/1/04,18:50,284.9,68.88,0.17,961.71,7.95,0.19,7.71,0.88,0.33
2017/1/04,19:00,231,70.24,0.21,961.85,44.76,0.28,7.27,1.08,0.28
2017/1/04,19:10,168.8,71.49,0.19,961.87,16.65,0.2,7.28,0.78,0.33
2017/1/04,19:20,148.8,72.8,0.21,961.93,23.08,0.27,6.95,0.88,0.33
2017/1/04,19:30,194.1,73.89,0.15,961.95,28.28,0.28,6.7,1.37,0.64
2017/1/04,19:40,198.1,74.53,0.14,961.97,19.22,0.35,6.42,1.47,0.94
2017/1/04,19:50,188.8,75.35,0.13,962.04,16.84,0.39,6.29,1.76,0.99
2017/1/04,20:00,167.8,76.65,0.11,962.1,13.43,0.23,6.1,1.96,1.48
2017/1/04,20:10,162.5,77.8,0.11,962.11,13.07,0.38,6.12,1.86,1.36
2017/1/04,20:20,147.4,77.06,0.05,962.11,10.98,0.19,6.23,0.78,0.28
2017/1/04,20:30,128.2,78.42,0.11,962.11,6.79,0.25,5.99,0.98,0.4
2017/1/04,20:40,156.6,78.33,0.18,962.06,14.28,0.3,5.84,1.27,0.7
2017/1/04,20:50,193.5,76.92,0.14,962.06,9.6,0.31,5.94,1.47,0.84
2017/1/04,21:00,184.6,79.33,0.07,962.11,25.68,0.28,5.44,0.98,0.3
2017/1/04,21:10,71.13,80.7,0.19,962.14,26.08,0.26,5.35,0.78,0.3
2017/1/04,21:20,82.3,80.4,0.28,962.18,6.53,0.36,5.49,1.67,0.82
2017/1/04,21:30,75.88,81,0.31,962.32,8.45,0.23,5.28,2.16,1.62
2017/1/04,21:40,90,83.4,0.11,962.33,11.05,0.4,4.9,2.35,1.62
2017/1/04,21:50,118.4,82.9,0.2,962.34,9.48,0.24,5.05,2.16,1.65
2017/1/04,22:00,132.9,81,0.26,962.38,3.32,0.13,5.22,2.65,2.2
2017/1/04,22:10,134.3,81,0.21,962.37,3.73,0.28,5.38,2.35,1.76
2017/1/04,22:20,115.3,81.5,0.21,962.45,10.32,0.3,5.35,1.76,1.33
2017/1/04,22:30,100.2,84.8,0.21,962.5,12.29,0.25,4.99,1.27,0.71
2017/1/04,22:40,99.8,88.2,0.24,962.53,13.26,0.27,4.75,1.37,0.63
2017/1/04,22:50,108.7,90,0.12,962.6,11.93,0.23,4.6,0.78,0.32
2017/1/04,23:00,91.5,89.5,0.07,962.56,17.37,0.2,4.43,0.69,0.15
2017/1/04,23:10,82.9,89.5,0.07,962.55,29.39,0.24,4.29,0.88,0.25
2017/1/04,23:20,257.2,88.5,0.07,962.54,28.04,0.22,4.17,0.69,0.21
2017/1/04,23:30,180.6,88,0.15,962.54,17.1,0.47,3.84,1.37,0.53
2017/1/04,23:40,146.8,88.1,0.14,962.51,6.9,0.23,3.96,1.67,1.17
2017/1/04,23:50,123.6,87.5,0.21,962.48,13.7,0.29,3.76,1.18,0.57
2017/1/05,00:00,211.3,88.2,0.14,962.46,17.32,0.25,3.69,0.88,0.23
2017/1/05,00:10,153,88.9,0.17,962.42,34.38,0.19,3.49,0.98,0.46
2017/1/05,00:20,127.6,90.6,0.31,962.38,12.93,0.15,3.2,1.08,0.54
2017/1/05,00:30,95.9,91.1,0.24,962.43,9.17,0.16,3.22,0.88,0.49
2017/1/05,00:40,87.1,90.9,0.31,962.41,10.76,0.19,3.18,1.18,0.62
2017/1/05,00:50,85.6,92.4,0.21,962.41,9.77,0.28,2.88,1.37,0.71
2017/1/05,01:00,100.8,92.5,0.18,962.33,13.75,0.14,2.63,0.88,0.52
2017/1/05,01:10,124.1,92.4,0.21,962.29,11.93,0.17,2.4,1.08,0.64
2017/1/05,01:20,123.4,94.1,0.13,962.22,14.46,0.18,2.02,0.88,0.37
2017/1/05,01:30,102,93.8,0.13,962.25,13.48,0.19,1.91,0.78,0.33
2017/1/05,01:40,106,94.4,0.26,962.28,11.63,0.16,1.74,1.27,0.79
2017/1/05,01:50,114.1,94.8,0.34,962.33,8.85,0.18,1.68,1.47,1.17
2017/1/05,02:00,92.7,96.6,0.28,962.43,13.02,0.22,1.54,1.47,0.73
2017/1/05,02:10,91.5,97.7,0.15,962.42,9.77,0.15,1.41,1.18,0.74
2017/1/05,02:20,89.3,97.1,0.25,962.42,7.82,0.19,1.25,1.27,0.82
2017/1/05,02:30,84.8,96.7,0.19,962.45,8.95,0.28,0.84,1.86,1.2
2017/1/05,02:40,81.5,97.9,0.27,962.54,8.87,0.32,0.32,2.35,1.6
2017/1/05,02:50,86,99.1,0.79,962.56,9.23,0.61,-0.1,3.33,2.29
2017/1/05,03:00,89.2,99.1,0.52,962.53,6.86,0.34,-0.54,3.14,2.22
